Station Number,State,Temp Min,Temp Max,DO Min,DO Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Faecal Coliform Min,Faecal Coliform Max,Total Coliform Min,Total Coliform Max
2410,ODISHA,21,37,5.4,7.7,7.7,8.4,148,217,0.3,1,0.1,1,220,9200,700,16000
1301,ODISHA,20,35,5.4,9.5,7,8.4,174,419,1.3,5.4,0.1,7.7,180,160000,1100,160000
2412,ODISHA,18,35,5.9,8.8,7.2,8.1,101,145,0.4,2.1,0.3,0.9,2,16000,23,16000
2408,ODISHA,23,33,5.3,8.8,7.4,8.4,162,366,0.3,1.6,0.2,2.1,2,1400,2,3500
1640,ODISHA,23,34.5,6,8.6,7.1,8.4,143,224,0.3,1.4,0.1,5.4,2,92000,2,160000
2409,ODISHA,18,33,4.4,9.6,7.3,8.4,170,444,0.6,4.4,0.3,8.1,78,160000,130,160000
3887,ODISHA,29,31,5.7,9.5,7.3,8.4,135,288,0.8,2.3,0.2,2.2,220,5400,790,9200
3889,ODISHA,26,33,5.2,7.7,7.5,8.5,101,292,0.3,1.8,0.2,2.1,2,790,20,3500
3891,ODISHA,26,32,6.8,9.8,7.4,8.3,156,229,0.5,1.4,0.3,1.9,20,2100,40,4300
3892,ODISHA,24,32,3.3,8.5,7,8.5,267,516,1.2,11.2,0.4,3.4,20,17000,780,35000
3893,ODISHA,19,33,6.3,8.9,7.4,8.4,165,313,0.9,2.5,0.7,3.2,2,16000,2,16000
3894,ODISHA,22,33,5.8,7.7,7.7,8.4,144,205,0.7,1.5,0.1,4.2,490,17000,2200,35000
3895,ODISHA,25,32.3,2.5,10,7.4,8.1,172,482,0.8,4,0.4,4.1,790,22000,1100,92000
3896,ODISHA,20,32,0.3,8.5,7,8,170,422,4.1,24,1,14.1,9200,160000,16000,160000
3897,ODISHA,22,32.2,0.6,3.8,6.9,8.1,170,451,3.9,39,0.4,9.5,13000,160000,22000,160000
3898,ODISHA,22,33,0.3,2.3,7.1,8.3,165,523,5.9,35,0.3,13.9,160000,160000,160000,160000
3899,ODISHA,23,37,0.3,3.2,6.8,8.1,165,511,4.1,14,0.4,14.2,54000,540000,54000,1600000
3900,ODISHA,23,32,4.2,4.9,7.4,8.4,160,1435,0.6,2,0.2,1.4,230,16000,490,16000
3901,ODISHA,22,32,4.8,7.6,7.4,8.4,171,1893,0.2,2.8,0.2,2.3,790,16000,1800,24000
3902,ODISHA,22,32.5,1.2,7.8,7.3,8.2,185,46440,0.5,1.7,0.2,2.1,2,1400,2,2800
3903,ODISHA,26,31,4.2,8,7.6,8.4,159,388,0.6,1.7,0.3,1.6,78,9200,460,17000
3904,ODISHA,28,34.2,4.5,8.5,7.3,8.4,156,278,0.5,1.6,0.2,4.4,150,24000,940,54000
3905,ODISHA,28,33,4.1,7.4,7.4,8.4,153,312,0.4,2.2,0.1,2.3,330,17000,1100,35000
3906,ODISHA,22,32,4.8,6.8,7.7,8.4,173,396,0.3,1.9,0.3,0.7,330,16000,1300,16000
3907,ODISHA,22,33.7,4.2,7.4,7.8,8.5,196,41160,1.6,5.7,0.2,2.2,2,54000,68,92000
3908,ODISHA,22,33.4,4.2,14.3,7.9,8.4,161,225,0.6,1.7,0.2,3.2,330,16000,790,16000
3909,ODISHA,20,33.5,4.2,8.5,7.5,8.4,147,308,0.5,2,0.3,1.2,78,54000,700,92000
3910,ODISHA,16,33,5.2,7.5,7.1,8.5,202,32320,0.9,2.7,0.2,2.6,2,13000,78,17000
3911,ODISHA,21,33.5,2.1,9.2,7.6,8.3,148,326,0.6,3.3,0.2,1.4,68,9200,790,17000
3912,ODISHA,26,32,4.3,7.8,7.3,8.4,159,340,0.8,3.1,0.2,2.9,1400,92000,2800,160000
3913,ODISHA,20,34,4.1,7.4,7.5,8.4,140,318,0.4,3.2,0.2,1.5,68,17000,790,35000
3914,ODISHA,18,33.5,4.1,7.8,7.6,8.4,183,763,0.6,5,0.4,2.6,2,17000,330,35000
3943,ODISHA,14,34,6.4,8.2,7.6,8.4,129,253,0.6,1.8,0.1,0.6,220,92000,790,160000
3944,ODISHA,10,35,6.7,8.4,7.5,8.4,131,195,0.5,1.8,0.1,2.1,2,16000,2,16000
3945,ODISHA,12,35,5.8,9.1,6.7,8.4,177,331,0.6,1.9,0.3,2.2,2,5400,45,9200
3946,ODISHA,11,34,5.9,7.6,7.6,8.5,136,322,0.6,2.2,0.3,0.9,2,5400,2,9200
3947,ODISHA,13,32,5.8,8.6,7.8,8.4,201,338,0.5,1.9,0.1,1.1,45,9200,170,16000
10018,ODISHA,16,30,5.2,6.9,7.6,8.3,166,29120,0.6,1.6,0,5.5,490,92000,790,160000
10019,ODISHA,20,32,6.5,8,7.4,8.4,124,254,0.6,1.5,0.3,2.5,220,16000,330,24000
3917,ODISHA,21,32,6.1,7.8,7.2,8.2,112,225,0.4,2.9,0.4,2,270,16000,1300,16000
3918,ODISHA,20,31,6.8,8.4,7.8,8.3,105,205,0.2,1.4,0.1,2,110,5400,490,16000
3920,ODISHA,20,31,5.8,9.4,7.4,8.5,311,505,0.8,2.7,0.2,1.739,170,24000,1300,16000
3921,ODISHA,20,33,5.9,8,7.5,8.5,316,833,0.2,1.8,0.2,4.6,2,2400,230,5400
3922,ODISHA,19,32,6.8,8.9,7.5,8.4,124,187,0.3,1.4,0.3,2.1,110,2400,330,35000
3916,ODISHA,16,35,5.4,7.8,7.2,8.1,107,369,0.8,3.2,0.1,3.3,2,16000,18,9200
3923,ODISHA,20,36,3.4,9.7,6.3,7.7,268,527,2.7,11.3,1,14.2,22000,160000,490,16000
3924,ODISHA,21,33,5.4,8.1,7.3,8.5,175,328,0.5,1.8,0.2,6.5,780,54000,20,16000
3925,ODISHA,21,31,6.1,7.8,7.7,8.5,183,647,0.6,1.4,0.1,5.3,2,1300,54000,160000
3926,ODISHA,21,32,6,9.8,7.7,8.5,251,516,0.8,1.9,0.2,1.3,2,5400,4900,92000
3927,ODISHA,24,28,5.6,9.4,7.4,8.3,147,624,0.4,1.5,0.2,0.9,130,1400,20,2400
3928,ODISHA,24,29,5.8,9.2,7.5,8.3,168,468,0.4,2.3,0.3,1,2,9200,78,16000
3929,ODISHA,21,28,6,8.6,7.6,8.4,158,440,0.3,1.9,0.3,1,170,9200,490,16000
3931,ODISHA,20,32,6.8,8.4,7.5,8.5,187,412,0.2,2,0.1,2.5,110,5400,230,16000
3932,ODISHA,20,33,6.6,9,6.8,8.3,111,210,0.5,1.4,0.1,1.2,40,1400,490,16000
3933,ODISHA,25,33,7.2,7.4,7.7,8.3,97,184,0.3,1.4,0.3,5.1,20,1700,220,16000
3934,ODISHA,22,33,5.8,7.9,7.4,8.3,136,788,0.4,1.9,0.7,7.2,330,4900,40,4900
3939,ODISHA,16,35,5.5,8.1,7.1,8.1,102,294,0.2,1.9,0.5,1.8,170,9200,170,4900
12,MAHARASHTRA,20,32,5.8,7.3,7.6,8.6,279,1765,3,4.4,0.02,1,2,4,790,13000
1210,MAHARASHTRA,23,29,5.2,7.2,7.6,8.5,230,1289,3.2,6.4,0.1,1,2,4,490,92000
1209,MAHARASHTRA,23,32,4.8,7.3,7.3,8.6,240,1252,3,8.2,0,1,2,6,110,170
2157,MAHARASHTRA,19,27,4.8,7.2,7.8,8.7,302,386,3,8,0.1,0.5,2,4,110,170
2360,"ANDHRA
 PRADESH",23,29,6,8,7.3,8.3,366,700,2,4,2.1,8.8,10,20,110,170
2361,"ANDHRA
 PRADESH",25,29,4.2,6.4,7.7,8.9,330,502,3,8,0.2,5,17,40,110,170
2364,"ANDHRA
 PRADESH",25,29,4.2,5.8,7.7,8.8,331,656,3,5,0.2,4.4,54,80,120,1988
2356,"ANDHRA
 PRADESH",25,29,3.9,5.6,7.7,8.6,550,988,2,8,0.2,7.1,89,150,200,400
2365,"ANDHRA
 PRADESH",23,31,5.1,6.8,8,8.7,197,521,2,3,0.2,4,94,150,265,450
1095,MAHARASHTRA,12,31,1.2,7,7.26,8.67,182,601,2.5,7,0.2,0.63,2,2,692,900
2177,MAHARASHTRA,12,32,2.2,6.7,7.3,8.9,196,694,2.5,60,0.2,0.2,2,17,142,280
2158,MAHARASHTRA,12,34,1.2,6.9,6.8,8.5,145,859,2.4,70,0.2,0.9,2,120,22,130
2159,MAHARASHTRA,12,34,2.3,6.6,7.3,8.7,245,894,3,88,0.2,1.1,2,120,70,240
2374,"ANDHRA
 PRADESH",19,33,5.8,7.4,7,8.2,494,1010,2,5,3.7,15,6,25,140,540
2375,"ANDHRA
 PRADESH",21,46,4.6,8.1,7,8.5,1185,1815,5,12,0.2,41,4,60,150,710
1781,"ANDHRA
 PRADESH",21,31,5.9,8.4,7.2,8.3,348,506,2,5,5.1,11,5,20,35,130
1157,"ANDHRA
 PRADESH",21,37,6.9,8.2,7.46,8.52,315,396,3,5,5.5,9.8,4,10,39,90
2174,MAHARASHTRA,14,23.4,5.3,8,6.8,8.7,391,2088,4.2,12.2,0.1,2,63,540,50,100
2156,MAHARASHTRA,17,23,6,7.6,6.8,8.6,304,1542,3.2,12.6,0.3,2,14,130,20,46
1213,"MADHYA
 PRADESH",18,21,7.2,7.8,7.3,8.4,217,426,1.3,3.2,0.2,1.6,2,12,220,920
1214,"MADHYA
 PRADESH",13,36,7.2,7.2,7.4,8.3,293,940,1.8,2.8,1.9,2.6,3,4,110,450
1908,"MADHYA
 PRADESH",18,22,6,7.8,7.2,8.8,297,780,1.6,2.3,0.3,2,2,14,31,58
2172,MAHARASHTRA,10,42,5.5,8.8,7,8.9,323,1500,2.8,16,0.1,8,17,33,15,28
2173,MAHARASHTRA,10,42,5.7,7.9,6.9,8.2,330,1350,3.6,18.4,0.3,6,23,79,21,350
11,MAHARASHTRA,18,23,5.4,8,6.7,8.4,322,1615,3.4,13.2,0.24,7,35,94,22,110
2372,"ANDHRA
 PRADESH",20,32,2.2,7.2,7.6,8.6,282,465,2,10,0.2,5.1,25,80,46,170
2373,"ANDHRA
 PRADESH",24,33,5.2,6.3,6.6,8.8,78,130,1,2,0.2,2.4,15,50,210,350
2697,MC MAHARASHTRA,18,23,5.2,7.5,6.7,8.3,350,1780,3,7,0.3,12.2,17,22,70,200
1181,MAHARASHTRA,17,22,5.8,7.1,6.8,7.9,144,429,2,2.8,0.12,0.93,6,23,60,131
2187,MAHARASHTRA,21,28,5,6.8,7.8,8.7,209,566,2.2,7,0.8,2.7,13,250,94,130
2188,MAHARASHTRA,21.5,27,3.9,6.4,7.3,8.6,192,551,4.8,9.5,1.1,2.7,9,250,40,120
2190,MAHARASHTRA,21.5,28,4.6,6.2,7.4,8.6,250,461,3.6,7.5,0.2,2.2,5,195,140,1600
1182,KARNATAKA,23,31,4.2,8.3,6.77,8.08,280,1120,0.3,2.7,1.18,5.34,300,900,50,1800
1889,KARNATAKA,25,30,4.5,8.6,7.2,8,340,990,0.6,2.9,1,3.6,300,900,14,1600
1181,KARNATAKA,28,36,6.9,10.8,6.85,8.63,280,2000,0.42,3,0.38,21.4,110,900,500,1600
2781,KARNATAKA,28,36,6.6,11.8,7.2,8.6,320,1380,0.3,2.7,0.5,24.2,80,900,900,1600
1784,"ANDHRA
 PRADESH",22,28,4.3,9.3,7.2,8.6,378,580,2,3,0.2,1.2,20,35,140,1700
1175,"ANDHRA
 PRADESH",21,28,6,7.3,7.5,8.4,462,1442,1,3.2,0.2,2,100,100,110,2200
39,"ANDHRA
 PRADESH",25,31,4.2,5.2,7.25,8.75,420,551,2,4,0.2,1,10,40,100,240
1786,"ANDHRA
 PRADESH",22,26,6.1,7.3,7.5,8.5,620,1183,1.1,2.3,0.9,2.3,2,2,300,600
1787,"ANDHRA
 PRADESH",18,21,6.8,7.4,6.8,8.5,250,895,1.1,2.2,0.4,1.6,2,2,60,260
25,"ANDHRA
 PRADESH",24,26,6.8,7.5,7.12,8.41,210,806,0.8,2.1,0.65,1.85,2,2,800,1100
3083,"ANDHRA
 PRADESH",21,26,6,7,7.8,8.3,467,647,1,1.5,0.1,1.6,100,100,400,1100
1782,"ANDHRA
 PRADESH",22,27,4.6,7.1,6.9,8.2,743,34100,1.2,2.1,0.3,1.4,2,2,400,800
1904,MAHARASHTRA,17,25,5.2,7.3,6.8,8.2,93,1130,2,3.2,0.1,1,13,65,400,500
1905,MAHARASHTRA,18,24,5.6,7.1,6.9,8.2,106,413,2,3.4,0.1,1.1,10,63,800,1700
1189,MAHARASHTRA,24,30,0.6,4.7,7,8.4,317,619,9.5,19,0.2,1.7,25,250,70,280
1185,KARNATAKA,24,32,6.4,9.1,7.61,8.38,760,1000,0.9,2.1,1.56,4.32,300,900,70,430
1163,KARNATAKA,24,37,6.6,8.1,7.14,7.78,200,680,0.3,1.38,0.88,2.24,50,900,350,1800
1187,KARNATAKA,24,29,7.2,8.7,6.78,8,200,280,0.66,3.42,0.34,1.86,500,1800,500,1600
1164,KARNATAKA,27,36,6.9,9.6,6.96,8.45,200,400,0.42,1.98,0.46,1.1,110,900,70,1600
1186,KARNATAKA,24,32,5.9,10.1,7.23,8.02,340,1240,0.3,2.9,0.76,2.26,100,1000,1600,3200
2764,KARNATAKA,25,29,6.2,10.4,7.4,7.9,340,1230,0.5,2.9,0.8,2,110,1000,140,1600
1029,KARNATAKA,26,28,7.1,7.6,7.45,8.3,112,570,2,3,0.2,1.7,230,1400,170,3200
29,KARNATAKA,22,26,7,7.2,7,8.4,146,522,0,0,0.08,0.35,220,1800,112,3200
2767,KARNATAKA,25,27,6.9,7.5,7.3,8.3,98,360,1,3,0.2,1.2,140,1700,500,3500
2768,KARNATAKA,26,30,4.5,7,7,8.3,180,2800,2.6,16,0.2,1.2,800,3000,900,3200
2769,KARNATAKA,26,30,4.6,6.9,6.9,8.2,164,2700,2.5,12,0.2,1.1,700,2200,350,3500
2770,KARNATAKA,25,28,6,7.4,7.2,8.3,100,380,3,6,0.2,1.6,6000,90000,1700,5000
1172,"ANDHRA
 PRADESH",24,30,4.1,7.2,7.82,8.64,302,850,1,3,0.2,2.78,8,25,1700,5000
1173,"ANDHRA
 PRADESH",21,28,0.2,0.2,7.14,8.39,930,1478,18,50,0.2,5.1,82,210,14000,160000
2339,"ANDHRA
 PRADESH",25,31,4.2,4.2,7.1,8.1,380,1332,4,60,0.2,14,60,140,20,80
3082,"ANDHRA
 PRADESH",18,30,4,6.2,7.6,8.7,928,1937,3,28,2,26,5,150,1120,2000
1178,"ANDHRA
 PRADESH",23,27,6.5,6.9,7.39,8.37,768,1289,1,2.6,0.96,2.5,2,2,200,900
1177,"ANDHRA
 PRADESH",25,26,6.8,7,7,7.85,588,772,1.6,2.2,0,1.6,2,2,49,1500
2691,MAHARASHTRA,22,40,0.7,6.8,7.3,8.5,232,705,7.4,18.5,0.3,3.1,130,275,800,1400
2693,MAHARASHTRA,22,41,2.7,7.3,7.3,8.4,175,466,5.2,13,0.3,2,175,350,800,1300
2197,MAHARASHTRA,21,27,3.9,6.3,7.1,8.5,192,650,4.8,11.5,0.2,2.6,20,275,900,1800
1911,MAHARASHTRA,25,33,4.6,6.9,7.8,8.7,624,1973,3.8,6.5,0.5,1.6,5,250,1600,1800
1912,MAHARASHTRA,25,33,3.6,6.3,7.7,8.7,621,1956,5,9,0.4,1.6,7,350,140,1800
2665,MAHARASHTRA,23,33,3.8,7.1,7.8,8.6,370,1344,4.4,10.2,0.8,5.1,55,120,35,1600
2711,MAHARASHTRA,22,27,3.7,3.9,7.7,8.5,127,488,4,12.4,0.3,2.2,8,45,40,1800
2715,MAHARASHTRA,23,26,4.8,6.6,7.3,8.6,240,724,3.8,7,0.2,5.6,30,140,550,900
1198,KARNATAKA,18,30,6.2,7.5,6.9,8.3,50,96,1,6.7,0.2,0.5,91,140,20,1800
1195,KARNATAKA,21,30,6,7.5,6.8,8.5,50,138,1,2.8,0.1,0.1,68,320,350,900
33,KARNATAKA,24,27,5,7.3,7.1,8.5,118,310,1,3,0.02,0.42,130,490,320,700
1386,KARNATAKA,24,27,6,7.8,7.3,8.5,136,330,1,2.5,0.1,0.6,91,320,630,1200
1171,KARNATAKA,24,29,4.2,7.4,6.9,8.5,138,330,1,3.8,0.03,0.12,140,930,380,2200
34,KARNATAKA,24,30,5.5,7.2,7.1,8.5,126,410,1.08,3,0.02,0.2,150,460,840,1500
2773,KARNATAKA,24,32,5.2,7.2,7,8.5,148,460,1.3,3,0.1,0.3,150,340,790,3900
2774,KARNATAKA,23,26,4.4,7.7,7,8.5,134,800,1,3.6,0.1,0.4,110,700,430,1700
3576,KARNATAKA,18,26,5.2,7.7,6.9,8.5,116,740,1,3,0.1,0.4,93,430,1100,1700
3578,KARNATAKA,23,26,5.4,7.3,7.2,8.5,140,314,1,3,0.1,0.2,170,400,1100,2800
3579,KARNATAKA,23,27,5.8,7.3,7.2,8.5,134,336,1,2.9,0.1,0.2,110,430,840,1500
3581,KARNATAKA,22,30,5,7.6,7,8.5,78,334,1.1,3.1,0.1,0.2,170,390,940,1700
1199,KARNATAKA,24,28,5.2,6.9,7.3,8.2,183,290,1,2,0.1,0.2,92,340,940,1700
1200,KARNATAKA,25,26,5.1,6.9,6.8,7.6,160,250,3,3,0.1,1.5,330,3300,1100,1700
1166,KARNATAKA,20,26,4.6,6.1,7.5,8.1,354,684,2.14,3.68,0.14,0.34,390,490,700,2800
3567,KARNATAKA,24,26,5.9,6.4,7.3,8,354,688,1.9,2.6,0.2,0.4,210,380,2210,13000
3580,KARNATAKA,24,27,5,7.2,7.2,8.5,118,690,1,3,0.1,0.4,93,390,1700,2200
1165,KARNATAKA,26,32,0.5,6.6,6.6,7.5,466,1875,3.3,14,4,35,21000,4600000,1400,1500
2778,KARNATAKA,24,33.2,5,9.2,7.2,8.4,894,1759,3,14,1,5.2,17,7900,940,2200
1207,KERALA,25.5,28.6,5.3,7.8,6.1,7.6,46,124,0.4,2,0.1,0.3,20,200,172000,17500000
1197,KARNATAKA,23,32,5,7.5,6.9,8.1,86,266,1.6,3,0.1,0.2,260,490,172,54200
1445,KARNATAKA,23,29,5,7.5,7.6,8.5,98,292,1.2,3,0.1,0.7,210,320,42,820
2775,KARNATAKA,24,32,4.1,6.1,6.5,8.5,106,390,2.4,6.5,0.1,0.6,320,1100,1200,2100
3575,KARNATAKA,23,30,5,7.5,7,8.3,94,290,1.1,3,0.1,0.1,260,400,1100,2100
3577,KARNATAKA,26,34,5.5,7,7.1,8.4,166,606,1.1,3,0.1,0.4,260,630,1700,4700
1208,KERALA,25,29,6,8,6.5,8.3,39,418,0.4,5.4,0.1,0.9,2,80,1300,1700
3024,TAMIL NADU,25,32,0.5,2.1,6.6,8.3,630,4300,10.2,70,0.1,2.9,630,2200000,1200,1700
1641,ODISHA,15,32,6.4,8.2,7.5,8.3,154,337,0.3,2.1,0.2,7.3,130,16000,10,200
2397,JHARKHAND,22.5,29,7.5,8.6,7.3,7.6,278,278,0.3,3,0.1,1,150,230,2200,3500000
2205,ASSAM,20,27,2.2,7.2,5.7,7,50,128,1,16.2,0.1,1.7,300,2000,360,6400
2206,ASSAM,22,36,5.1,6,6.6,7.8,54,153,0.9,2.8,0.1,1.4,300,1200,300,5300
1263,ASSAM,22,34,0.7,4.6,6.8,8.4,263,972,4.5,14.7,0.8,5.7,1100,3500,730,21000
2207,ASSAM,20,35,3.5,6.8,6.1,7.3,26,235,2.2,18.1,0.5,1.9,300,2100,360,29000
2208,ASSAM,18,31,5,7.3,5.8,7.6,25,38,2,3.2,0.1,2.5,360,1500,300,15000
2209,ASSAM,20,32,5.2,8.1,5.6,7.8,23,38,1.9,4.1,0.1,1.7,360,2800,360,21000
2210,ASSAM,21,32,5.1,6.5,6.7,7.4,45,81,1.1,4.8,0.1,1.9,300,1500,300,4400
2211,ASSAM,22,30,7.2,8.3,7.1,9.1,195,264,3.8,12.7,0.9,3.4,300,720,300,4400
2212,ASSAM,20,30,7.4,9.2,6.8,7.8,64,92,2.8,6.2,0.2,1.2,360,2000,360,3600
2213,ASSAM,20,31,7,8.3,7.2,8.8,26,246,4.5,18.8,0.7,2.1,300,910,360,1500
2214,ASSAM,23,38,2.6,8,6.1,7.2,26,44,3.3,18.9,0.2,1.3,300,2000,910,4400
2215,ASSAM,23,34,1.2,5.9,5.9,7.8,8,79,1.2,4.8,0.5,1.7,300,2100,910,29000
2216,ASSAM,23,32,6.4,10.5,7.7,9.2,153,220,3,15.5,0.8,2.9,300,1500,360,4400
2217,ASSAM,19,31,3.7,9.9,6.7,7.9,282,417,2.8,6.2,1.6,3,700,21000,360,240000
2218,ASSAM,21,31,4.5,12.4,6.2,9.6,122,313,2.4,7.2,0.7,18.72,300,2000,730,3600
2219,ASSAM,22,34,1.9,15.1,6.6,8.5,190,237,4.2,14.2,0.7,1.8,300,1500,910,21000
2220,ASSAM,22,34,5.2,8.5,5.5,7.3,26,48,1.6,2.9,0.7,4.5,300,730,360,2700
2221,ASSAM,23,35,3.9,10.8,6.7,7.8,50,176,2.2,4.8,0.3,1.4,300,2700,300,12000
2222,ASSAM,23,36,4.5,5.7,6.1,7.9,24,28,1,7.6,0.1,1.4,300,730,360,2400
2223,ASSAM,22,35,4.7,5.9,6.4,7.6,27,58,1.4,6.1,1,4.1,300,3500,360,4400
2224,ASSAM,23,36,4.6,5.7,6.7,7.4,31,94,1.1,7.9,0.8,5.1,300,2000,360,15000
2225,ASSAM,22,27,4.7,5.8,6.7,7.6,63,136,2.8,8.1,0.2,1.4,300,1500,300,110000
2226,ASSAM,17,32,5.3,6.7,6.1,8.1,24,42,1.7,4.2,0.1,1.1,300,2000,360,24000
2227,ASSAM,17,32,4.7,7.3,6.6,7.6,17,206,1.5,4.8,0.3,2.1,360,1100,360,7500
2228,ASSAM,20,29,5.3,9,6.2,7.3,32,395,1.6,3,0.1,2.3,360,1100,360,21000
3772,ASSAM,21,31,4.5,7,6.4,7.5,26,77,2.2,3,1.1,1.8,300,360,360,1500
3809,ASSAM,24,31.5,4,7.3,6.8,7.6,280,321,3.4,6.6,0.8,3.1,300,3600,910,29000
3806,ASSAM,20,27,4,4.8,7.1,7.2,136,165,3,4.1,0.3,1.6,360,1400,360,2800
1532,ASSAM,18,31,5.2,7.2,5.9,7.8,21,36,1.4,3,0.1,1.8,300,620,360,2000
2557,BIHAR,19,32,5.4,8,7.2,7.9,222,325,2.1,2.8,0,0,7000,26000,15000,38000
2571,BIHAR,18,34,6.2,7.9,7,8,275,1190,2.1,2.8,0,0,2100,14000,3100,24000
2573,BIHAR,18,34,6.2,9.5,7.1,8.1,340,748,2.6,3.2,0,0,1700,27000,3900,40000
2574,BIHAR,18,33,6.4,9.8,7.4,8.2,308,600,2.3,3,0,0,1700,21000,2700,32000
2046,CHANDIGARH,14,32,5.1,9.7,6.7,9.1,137,244,3,203,0.28,5.2,2,210000,2,540000
1549,GOA,26,35,6.1,8.3,6.3,7.6,42,337,0,1.5,0,0.16,8,7900,2,13000
2269,GOA,26.5,33,4.4,8.8,5.2,7.4,38,77,0.5,2.2,0,0.83,220,4900,260,9200
3175,GOA,27,32.5,6.1,9.1,6.2,7.9,43,100,0.4,2,0.01,0.42,8,130,2,540
3176,GOA,25.3,35,1.9,7.5,6.3,8,98,324,0.6,6,0.03,2.43,780,7900,1100,11000
3177,GOA,23.3,33,2.8,8.5,6.4,7.7,63,235,1,5.1,0,1.24,110,7900,140,22000
3178,GOA,26.5,38,4.7,9.2,6,7.6,72,417,1,9.9,0,0.19,200,24000,450,35000
3179,GOA,26,31.5,0,7.8,6.4,7.8,289,380,1.1,12,0,11.57,35000,54000,54000,92000
3180,GOA,26,38,1.5,11,5,7.3,78,594,0.9,10.4,0,1.48,130,7900,230,13000
1973,GUJARAT,21,38,3.4,9,7.3,8.3,146,2991,4.1,540,0.03,6.48,4,49,9,84
1975,GUJARAT,22,29,4.1,7.2,6.6,8.8,420,860,4.1,10.8,0.01,0.38,2,9,2,24
1976,GUJARAT,22,26,3.8,36,6.7,8,360,1980,3.1,108,0,0.36,7,8,14,22
1977,GUJARAT,23,35,2.5,8.7,8.5,9.8,619,15521,1.9,87,0.24,8.2,4,26,21,63
1978,GUJARAT,29,30,4.1,7.2,7.7,8.5,122,124,0.4,1.1,0,0.56,4,4,11,21
2075,GUJARAT,26,31,5.2,9.2,7.5,8.3,226,450,1.5,2.7,0.04,0.08,2,7,2,33
2076,GUJARAT,26,31,7,7.9,7.7,8.9,229,1770,1,1.2,0.06,0.27,8,23,26,49
2077,GUJARAT,27,33,6.1,7.4,7.3,8.2,300,476,1,1.9,0,0.92,12,79,38,120
2078,GUJARAT,24,28,5.7,7.7,7,8,209,1190,1.1,4.8,0,0.17,7,7,14,14
3197,GUJARAT,24,36,5.3,7.8,7.4,8.2,344,2370,0.7,3.7,0.07,0.62,2,2,2,2
3198,GUJARAT,24,37,2,20,7.3,8.2,325,621,0.7,2.7,0.04,0.86,4,26,11,70
3199,GUJARAT,24,33,1.2,6.4,7,8.2,457,3200,0.7,11,0.71,11.8,4,9,7,24
3200,GUJARAT,27,30,0.5,9.7,8.4,9.1,1884,12150,21,124,0.18,0.53,11,43,43,220
3201,GUJARAT,26,30,1.6,9.5,8.6,9.1,2354,3102,17,57,0.18,0.35,7,25,26,170
3202,GUJARAT,26,30,2.1,5.2,7.4,8.7,190,1268,1.2,8,0,0.58,2,17,11,50
1979,GUJARAT,25,34,5.1,7,7.1,8.1,360,1073,1.1,2,0.01,0.11,26,48,94,177
2079,GUJARAT,24,32,6,7.4,4.6,8.2,326,552,0.9,2.3,0.03,0.09,17,542,41,542
1971,GUJARAT,26,30,4.2,10,7.4,8.3,221,422,6,29,0.05,80,2,70,11,170
1291,"HIMACHAL
 PRADESH",10,24,7.5,10.1,7.7,8.3,176,572,0.2,0.4,0.1,0.96,27,120,220,920
1292,"HIMACHAL
 PRADESH",13.5,20,6.3,8.5,7.4,8.4,172,352,0.1,0.8,0.04,1.45,5,13,170,280
1429,"HIMACHAL
 PRADESH",13,24,5.3,7.7,6.4,8,719,886,1.2,2.6,0.24,0.75,21,91,33,63
2649,"HIMACHAL
 PRADESH",12,30,4.5,9.8,7.2,8.2,190,288,2,22,0,1.79,94,210,540,1600
2650,"HIMACHAL
 PRADESH",7.9,15.1,5.9,6.3,6.8,7.7,69,133,2.8,8,0,1.53,17,38,540,950
1446,KARNATAKA,23,27,4,6.4,7.6,8.4,496,1596,2,5.7,0.24,5.8,330,1700,2100,6300
3582,KARNATAKA,21,32,2.8,5,6.4,9.2,1203,2540,6.5,24.8,0.1,1.38,1100,2600,4700,7000
3583,KARNATAKA,24,32,5.2,7.5,7.4,9.5,526,950,4,9,0.2,0.68,920,1700,4600,6300
3584,KARNATAKA,24,30,1.1,3.2,7,8.6,754,1174,10.4,24,0.13,4.2,1700,4300,6300,8400
3585,KARNATAKA,25,34,1.2,3.4,7.2,8.6,733,1241,10.6,24.6,0.3,3.54,1700,2700,6300,8400
3586,KARNATAKA,24,32,3.3,5.8,7.5,9.5,310,1334,4.2,15.6,0.15,0.63,930,2300,4700,6300
3587,KARNATAKA,24,32,4,6.2,7.9,9.2,469,1109,4,10.8,0.24,0.6,920,2100,4600,6300
3591,KARNATAKA,21,26,4.2,7.7,6.8,7.3,282,600,4,5,0.7,7.49,210,4900,1720,22100
3592,KARNATAKA,21,35,0.7,8,6.5,8,250,664,2,25,0.31,4.57,790,490000,3480,1090000
3593,KARNATAKA,27,36,4.2,9.8,6.9,9.3,330,666,3,8,0.41,2,270,79000,1090,542000
3601,KARNATAKA,25,34,1,7,6.6,7.5,1417,4960,6.6,62,2.7,11,11000,330000,109000,3480000
3602,KARNATAKA,27,29,0.6,6.9,6.7,7.2,552,1406,4,45,1,4.9,70000,17200000,141000,54200000
